Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30,q_31,q_32,q_33,q_34,q_35,q_36,q_37,q_38,q_39,q_40,q_41,q_42,q_43,q_44,q_45,q_46,q_47,q_48,q_49,q_50,q_51,q_52,q_53,q_54,q_55,q_56,q_57,q_58,q_59,q_60,q_61,q_62,q_63
115,579,4,0,251,0,221,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_1,M_3,M_1,M_1,M_1,M_1,M_1,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_1,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
115,580,5,0,251,0,221,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_1,M_3,M_1,M_1,M_1,M_1,M_1,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_1,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
116,580,0,0,251,0,221,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_1,M_3,M_1,M_1,M_1,M_1,M_1,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_1,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
116,581,1,0,251,0,221,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_1,M_3,M_1,M_1,M_1,M_1,M_1,M_5,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_1,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
116,582,2,2,253,0,223,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_1,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_3,M_1,M_0,M_0,M_1,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
116,583,3,0,253,0,223,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_1,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_3,M_1,M_0,M_0,M_1,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_0,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
116,584,4,2,255,1,224,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_3,M_1,M_0,M_0,M_1,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
116,585,5,0,255,0,224,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_3,M_1,M_0,M_0,M_1,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
117,585,0,0,255,0,224,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_3,M_1,M_0,M_0,M_1,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
117,586,1,3,258,0,227,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_1,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
117,587,2,0,258,0,227,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_1,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
117,588,3,0,258,0,227,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_1,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
117,589,4,0,258,0,227,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_1,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
117,590,5,1,259,0,228,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_1,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_1,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
118,590,0,0,259,0,228,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_1,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_1,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
118,591,1,2,261,1,229,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_1,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
118,592,2,0,261,0,229,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_1,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
118,593,3,1,262,0,230,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
118,594,4,0,262,0,230,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
118,595,5,0,262,0,230,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
119,595,0,0,262,0,230,M_3,M_1,M_3,M_2,M_3,M_5,M_5,M_5,M_5,M_2,M_0,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
119,596,1,4,266,0,234,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
119,597,2,0,266,0,234,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
119,598,3,0,266,0,234,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
119,599,4,0,266,0,234,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
119,600,5,0,266,0,234,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
120,600,0,0,266,0,234,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
120,601,1,0,266,0,234,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
120,602,2,1,267,0,235,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
120,603,3,0,267,0,235,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
120,604,4,0,267,0,235,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
120,605,5,1,268,0,236,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
121,605,0,0,268,0,236,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_2,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
121,606,1,1,269,0,237,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_3,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
121,607,2,0,269,0,237,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_3,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
121,608,3,0,269,0,237,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_3,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
121,609,4,0,269,0,237,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_3,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
121,610,5,0,269,0,237,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_3,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
122,610,0,0,269,0,237,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_4,M_3,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
122,611,1,3,272,0,240,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_2,M_1,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
122,612,2,1,273,0,241,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_2,M_4,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
122,613,3,0,273,0,241,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_2,M_4,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
122,614,4,0,273,0,241,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_2,M_4,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
122,615,5,0,273,0,241,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_2,M_4,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
123,615,0,0,273,0,241,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_2,M_4,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
123,616,1,0,273,0,241,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_2,M_4,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
123,617,2,0,273,0,241,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_2,M_4,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
123,618,3,0,273,0,241,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_2,M_4,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
123,619,4,0,273,0,241,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_2,M_4,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
123,620,5,0,273,0,241,M_3,M_1,M_3,M_1,M_3,M_5,M_5,M_5,M_5,M_2,M_4,M_3,M_1,M_1,M_3,M_1,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_1,M_0,M_0,M_0,M_0,M_0,M_5,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_1,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5,M_2
