Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30,q_31,q_32,q_33,q_34,q_35,q_36,q_37,q_38,q_39,q_40,q_41,q_42,q_43,q_44,q_45,q_46,q_47,q_48,q_49,q_50,q_51,q_52,q_53,q_54,q_55,q_56,q_57,q_58,q_59,q_60,q_61,q_62,q_63
233,1165,0,0,479,0,429,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_5,M_0,M_5,M_5,M_1,M_1,M_0,M_3,M_2,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_3
233,1166,1,1,480,0,430,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_5,M_1,M_1,M_0,M_3,M_2,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_3
233,1167,2,0,480,0,430,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_5,M_1,M_1,M_0,M_3,M_2,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_3
233,1168,3,0,480,0,430,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_5,M_1,M_1,M_0,M_3,M_2,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_3
233,1169,4,1,481,0,431,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_5,M_1,M_1,M_0,M_3,M_2,M_5,M_5,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_3
233,1170,5,0,481,0,431,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_5,M_1,M_1,M_0,M_3,M_2,M_5,M_5,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_3
234,1170,0,0,481,0,431,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_5,M_1,M_1,M_0,M_3,M_2,M_5,M_5,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_3
234,1171,1,2,483,0,433,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_0,M_3,M_2,M_5,M_5,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
234,1172,2,2,485,0,435,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
234,1173,3,0,485,0,435,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
234,1174,4,0,485,0,435,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
234,1175,5,0,485,0,435,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
235,1175,0,0,485,0,435,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
235,1176,1,1,486,0,436,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
235,1177,2,0,486,0,436,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
235,1178,3,0,486,0,436,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
235,1179,4,0,486,0,436,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
235,1180,5,0,486,0,436,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
236,1180,0,0,486,0,436,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
236,1181,1,1,487,0,437,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
236,1182,2,0,487,0,437,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
236,1183,3,0,487,0,437,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
236,1184,4,0,487,0,437,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
236,1185,5,0,487,0,437,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
237,1185,0,0,487,0,437,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
237,1186,1,0,487,0,437,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_3,M_2,M_5,M_5,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
237,1187,2,1,488,0,438,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
237,1188,3,0,488,0,438,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
237,1189,4,0,488,0,438,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
237,1190,5,1,489,0,439,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
238,1190,0,0,489,0,439,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
238,1191,1,0,489,0,439,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
238,1192,2,0,489,0,439,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
238,1193,3,0,489,0,439,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
238,1194,4,0,489,0,439,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
238,1195,5,0,489,0,439,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
239,1195,0,0,489,0,439,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
239,1196,1,0,489,0,439,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_4,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
239,1197,2,1,490,0,440,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
239,1198,3,1,491,0,441,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
239,1199,4,0,491,0,441,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
239,1200,5,0,491,0,441,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
240,1200,0,0,491,0,441,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
240,1201,1,0,491,0,441,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
240,1202,2,0,491,0,441,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
240,1203,3,0,491,0,441,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
240,1204,4,0,491,0,441,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
240,1205,5,0,491,0,441,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
241,1205,0,0,491,0,441,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
241,1206,1,0,491,0,441,M_0,M_1,M_0,M_5,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
