Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30,q_31
25,258,8,0,128,0,74,M_1,M_2,M_0,M_2,M_3,M_1,M_0,M_3,M_0,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
25,259,9,0,128,0,74,M_1,M_2,M_0,M_2,M_3,M_1,M_0,M_3,M_0,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
25,260,10,0,128,0,74,M_1,M_2,M_0,M_2,M_3,M_1,M_0,M_3,M_0,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
26,260,0,0,128,0,74,M_1,M_2,M_0,M_2,M_3,M_1,M_0,M_3,M_0,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
26,261,1,2,130,1,75,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_3,M_0,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
26,262,2,0,130,0,75,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_3,M_0,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
26,263,3,0,130,0,75,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_3,M_0,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
26,264,4,0,130,0,75,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_3,M_0,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
26,265,5,0,130,0,75,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_3,M_0,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
26,266,6,0,130,0,75,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_3,M_0,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
26,267,7,2,132,1,76,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_3,M_0,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
26,268,8,0,132,0,76,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_3,M_0,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
26,269,9,0,132,0,76,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_3,M_0,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
26,270,10,0,132,0,76,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_3,M_0,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
27,270,0,0,132,0,76,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_3,M_0,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
27,271,1,3,135,0,79,M_1,M_2,M_0,M_0,M_3,M_1,M_0,M_3,M_0,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
27,272,2,2,137,1,80,M_1,M_2,M_0,M_0,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
27,273,3,0,137,0,80,M_1,M_2,M_0,M_0,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
27,274,4,0,137,0,80,M_1,M_2,M_0,M_0,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
27,275,5,0,137,0,80,M_1,M_2,M_0,M_0,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
27,276,6,0,137,0,80,M_1,M_2,M_0,M_0,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
27,277,7,0,137,0,80,M_1,M_2,M_0,M_0,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
27,278,8,0,137,0,80,M_1,M_2,M_0,M_0,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
27,279,9,0,137,0,80,M_1,M_2,M_0,M_0,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
27,280,10,0,137,0,80,M_1,M_2,M_0,M_0,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
28,280,0,0,137,0,80,M_1,M_2,M_0,M_0,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_2,M_3,M_3,M_3,M_3,M_3
28,281,1,3,140,0,83,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
28,282,2,0,140,0,83,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
28,283,3,0,140,0,83,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
28,284,4,0,140,0,83,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
28,285,5,0,140,0,83,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_2,M_0,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
28,286,6,2,142,1,84,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_2,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
28,287,7,0,142,0,84,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_2,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
28,288,8,0,142,0,84,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_2,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
28,289,9,0,142,0,84,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_2,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
28,290,10,0,142,0,84,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_2,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
29,290,0,0,142,0,84,M_1,M_2,M_0,M_1,M_3,M_1,M_0,M_2,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
29,291,1,2,144,1,85,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
29,292,2,0,144,0,85,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
29,293,3,0,144,0,85,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
29,294,4,0,144,0,85,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
29,295,5,0,144,0,85,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
29,296,6,0,144,0,85,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
29,297,7,0,144,0,85,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
29,298,8,0,144,0,85,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
29,299,9,2,146,1,86,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
29,300,10,0,146,0,86,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
30,300,0,0,146,0,86,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_1,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
30,301,1,2,148,1,87,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
30,302,2,0,148,0,87,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
30,303,3,0,148,0,87,M_1,M_2,M_0,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
30,304,4,2,150,1,88,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
30,305,5,0,150,0,88,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
30,306,6,0,150,0,88,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
30,307,7,0,150,0,88,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
30,308,8,0,150,0,88,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
30,309,9,2,152,1,89,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_0,M_3,M_3
30,310,10,0,152,0,89,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_0,M_3,M_3
31,310,0,0,152,0,89,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_2,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_0,M_3,M_3
31,311,1,4,156,2,91,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
31,312,2,0,156,0,91,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
31,313,3,0,156,0,91,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
31,314,4,0,156,0,91,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
31,315,5,0,156,0,91,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
31,316,6,0,156,0,91,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
31,317,7,0,156,0,91,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_2,M_0,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
31,318,8,2,158,1,92,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_0,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
31,319,9,0,158,0,92,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_0,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
31,320,10,0,158,0,92,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_0,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
32,320,0,0,158,0,92,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_0,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
32,321,1,2,160,1,93,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
32,322,2,0,160,0,93,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
32,323,3,0,160,0,93,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
32,324,4,0,160,0,93,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
32,325,5,0,160,0,93,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
32,326,6,2,162,1,94,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
32,327,7,0,162,0,94,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
32,328,8,0,162,0,94,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
32,329,9,0,162,0,94,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
32,330,10,0,162,0,94,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
33,330,0,0,162,0,94,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
33,331,1,0,162,0,94,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
33,332,2,0,162,0,94,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
33,333,3,0,162,0,94,M_1,M_2,M_2,M_2,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
33,334,4,2,164,1,95,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
33,335,5,0,164,0,95,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
33,336,6,0,164,0,95,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_0,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
33,337,7,2,166,1,96,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
33,338,8,0,166,0,96,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
33,339,9,0,166,0,96,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
33,340,10,0,166,0,96,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
34,340,0,0,166,0,96,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
34,341,1,0,166,0,96,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_2,M_3,M_3,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
34,342,2,2,168,1,97,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
34,343,3,0,168,0,97,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
34,344,4,0,168,0,97,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
34,345,5,0,168,0,97,M_1,M_2,M_2,M_1,M_0,M_1,M_0,M_2,M_1,M_2,M_3,M_2,M_0,M_3,M_3,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_0,M_0,M_0,M_0,M_0,M_3,M_3,M_3,M_3,M_3
